,precision,recall,f1-score,support
42,0.46153846153846156,0.16666666666666666,0.24489795918367346,36.0
43,0.4666666666666667,0.4,0.4307692307692308,35.0
44,0.32653061224489793,0.5,0.3950617283950617,32.0
45,0.5757575757575758,0.4418604651162791,0.5,43.0
46,0.15333333333333332,0.5476190476190477,0.23958333333333334,42.0
47,0.2,0.40476190476190477,0.2677165354330709,42.0
48,0.3333333333333333,0.08571428571428572,0.13636363636363635,35.0
49,0.17647058823529413,0.24324324324324326,0.20454545454545456,37.0
50,0.0,0.0,0.0,43.0
51,0.29411764705882354,0.11363636363636363,0.16393442622950818,44.0
52,0.25,0.04878048780487805,0.08163265306122448,41.0
53,0.2,0.022222222222222223,0.04,45.0
54,0.425531914893617,0.45454545454545453,0.43956043956043955,44.0
55,0.2708333333333333,0.3170731707317073,0.29213483146067415,41.0
56,0.6842105263157895,0.3333333333333333,0.4482758620689655,39.0
57,0.72,0.4864864864864865,0.5806451612903226,37.0
58,0.4838709677419355,0.32608695652173914,0.38961038961038963,46.0
59,0.5454545454545454,0.20689655172413793,0.3,29.0
60,0.3333333333333333,0.08571428571428572,0.13636363636363635,35.0
61,0.6097560975609756,0.6944444444444444,0.6493506493506493,36.0
62,0.18518518518518517,0.11627906976744186,0.14285714285714285,43.0
63,0.0,0.0,0.0,38.0
64,0.5,0.09090909090909091,0.15384615384615385,44.0
65,0.5,0.022222222222222223,0.0425531914893617,45.0
66,0.5416666666666666,0.30952380952380953,0.3939393939393939,42.0
67,0.2777777777777778,0.11627906976744186,0.16393442622950818,43.0
68,0.2727272727272727,0.075,0.11764705882352941,40.0
69,0.24793388429752067,0.6818181818181818,0.36363636363636365,44.0
70,0.36,0.23684210526315788,0.2857142857142857,38.0
71,0.13043478260869565,0.4090909090909091,0.1978021978021978,44.0
72,0.5,0.05405405405405406,0.0975609756097561,37.0
73,0.2631578947368421,0.25,0.2564102564102564,40.0
74,0.30303030303030304,0.22727272727272727,0.2597402597402597,44.0
75,0.26506024096385544,0.4583333333333333,0.33587786259541985,48.0
76,0.3103448275862069,0.20930232558139536,0.25,43.0
77,0.375,0.13953488372093023,0.2033898305084746,43.0
78,0.5813953488372093,0.5555555555555556,0.5681818181818182,45.0
79,0.375,0.075,0.125,40.0
80,0.2765957446808511,0.35135135135135137,0.30952380952380953,37.0
81,0.35,0.15555555555555556,0.2153846153846154,45.0
82,0.45614035087719296,0.6190476190476191,0.5252525252525253,42.0
83,0.20833333333333334,0.125,0.15625,40.0
84,0.2773722627737226,0.8837209302325582,0.4222222222222222,43.0
85,0.5833333333333334,0.358974358974359,0.4444444444444444,39.0
86,0.4782608695652174,0.2619047619047619,0.3384615384615385,42.0
87,0.3181818181818182,0.17073170731707318,0.2222222222222222,41.0
88,0.2631578947368421,0.13157894736842105,0.17543859649122806,38.0
89,0.42857142857142855,0.07317073170731707,0.125,41.0
90,0.14285714285714285,0.022222222222222223,0.038461538461538464,45.0
91,0.11855670103092783,0.5348837209302325,0.1940928270042194,43.0
92,0.16666666666666666,0.13636363636363635,0.15,44.0
93,0.6923076923076923,0.225,0.33962264150943394,40.0
